loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.79012393951416,0.3832068145275116,1.0650887573964498e-05,0.01777382803821373,10,,,,,,,,,
2.7457786560058595,0.5358072519302368,2.2485207100591717e-05,0.03554765607642746,20,,,,,,,,,
2.401410675048828,0.9006031155586243,3.431952662721893e-05,0.05332148411464119,30,,,,,,,,,
1.5458144187927245,1.7335069179534912,4.615384615384616e-05,0.07109531215285492,40,,,,,,,,,
0.40229411125183107,0.3398117423057556,5.798816568047337e-05,0.08886914019106865,50,,,,,,,,,
0.10306246280670166,0.0989699587225914,6.98224852071006e-05,0.10664296822928238,60,,,,,,,,,
0.08624901175498963,0.07191778719425201,8.165680473372781e-05,0.12441679626749612,70,,,,,,,,,
0.08644418120384216,0.06809429079294205,9.349112426035503e-05,0.14219062430570983,80,,,,,,,,,
0.08217661380767823,0.06580318510532379,0.00010532544378698226,0.15996445234392356,90,,,,,,,,,
0.0834549069404602,0.05872773379087448,0.00011715976331360947,0.1777382803821373,100,,,,,,,,,
0.08431094288825988,0.06449601799249649,0.00012899408284023668,0.19551210842035102,110,,,,,,,,,
0.08333703279495239,0.06974415481090546,0.0001408284023668639,0.21328593645856475,120,,,,,,,,,
0.0832377552986145,0.05255286395549774,0.00015266272189349113,0.23105976449677848,130,,,,,,,,,
0.08328327536582947,0.073967844247818,0.00016449704142011836,0.24883359253499224,140,,,,,,,,,
0.07828736305236816,0.053205132484436035,0.00017633136094674556,0.26660742057320597,150,,,,,,,,,
0.08393979668617249,0.04593315348029137,0.00018816568047337278,0.28438124861141967,160,,,,,,,,,
0.0783157229423523,0.057556819170713425,0.0002,0.3021550766496334,170,,,,,,,,,
0.08095538020133972,0.05404563248157501,0.00019903984637542008,0.3199289046878471,180,,,,,,,,,
0.08329331874847412,0.05376604571938515,0.00019807969275084016,0.3377027327260609,190,,,,,,,,,
0.08135665059089661,0.04700680077075958,0.00019711953912626023,0.3554765607642746,200,,,,,,,,,
0.07525457739830017,0.053603481501340866,0.00019615938550168028,0.37325038880248834,210,,,,,,,,,
0.08210304379463196,0.05131738260388374,0.00019519923187710035,0.39102421684070204,220,,,,,,,,,
0.07593176364898682,0.04773553088307381,0.00019423907825252043,0.4087980448789158,230,,,,,,,,,
0.08221122026443481,0.045968782156705856,0.00019327892462794047,0.4265718729171295,240,,,,,,,,,
0.07962514758110047,0.04921283572912216,0.00019231877100336055,0.44434570095534326,250,,,,,,,,,
0.07237203717231751,0.053788118064403534,0.00019135861737878062,0.46211952899355696,260,,,,,,,,,
0.08216636776924133,0.05293763801455498,0.00019039846375420067,0.4798933570317707,270,,,,,,,,,
0.07539222836494446,0.04106123745441437,0.00018943831012962074,0.4976671850699845,280,,,,,,,,,
0.07373543381690979,0.04641011357307434,0.0001884781565050408,0.5154410131081982,290,,,,,,,,,
0.07450605630874634,0.042538709938526154,0.0001875180028804609,0.5332148411464119,300,,,,,,,,,
0.07558818459510804,0.0522097609937191,0.00018655784925588096,0.5509886691846256,310,,,,,,,,,
0.07820334434509277,0.044015783816576004,0.00018559769563130103,0.5687624972228393,320,,,,,,,,,
0.07244011163711547,0.04975252225995064,0.00018463754200672108,0.5865363252610531,330,,,,,,,,,
0.07529954314231872,0.04123246669769287,0.00018367738838214116,0.6043101532992669,340,,,,,,,,,
0.07540807723999024,0.0517205148935318,0.00018271723475756123,0.6220839813374806,350,,,,,,,,,
0.07754173278808593,0.04666520282626152,0.00018175708113298128,0.6398578093756943,360,,,,,,,,,
0.07756212949752808,0.04404660686850548,0.00018079692750840135,0.6576316374139081,370,,,,,,,,,
0.08212842941284179,0.05754416808485985,0.00017983677388382142,0.6754054654521218,380,,,,,,,,,
0.06782293915748597,0.040600910782814026,0.00017887662025924147,0.6931792934903355,390,,,,,,,,,
0.07693680524826049,0.05758959427475929,0.00017791646663466154,0.7109531215285492,400,,,,,,,,,
0.07066954970359803,0.044462960213422775,0.00017695631301008162,0.728726949566763,410,,,,,,,,,
0.06985384821891785,0.0487263984978199,0.0001759961593855017,0.7465007776049767,420,,,,,,,,,
0.07286385297775269,0.04682834446430206,0.00017503600576092176,0.7642746056431904,430,,,,,,,,,
0.07188009023666382,0.05584215372800827,0.00017407585213634184,0.7820484336814041,440,,,,,,,,,
0.06753540635108948,0.047312624752521515,0.00017311569851176189,0.7998222617196179,450,,,,,,,,,
0.06685724258422851,0.04128771647810936,0.00017215554488718196,0.8175960897578316,460,,,,,,,,,
0.08081856966018677,0.054014407098293304,0.00017119539126260203,0.8353699177960453,470,,,,,,,,,
0.07199662327766418,0.05001675710082054,0.0001702352376380221,0.853143745834259,480,,,,,,,,,
0.07122206091880798,0.05040864273905754,0.00016927508401344215,0.8709175738724728,490,,,,,,,,,
0.06788520216941833,0.04607053101062775,0.00016831493038886223,0.8886914019106865,500,,,,,,,,,
0.06495549082756043,0.04189607501029968,0.00016735477676428227,0.9064652299489002,510,,,,,,,,,
0.06903638243675232,0.043409235775470734,0.00016639462313970235,0.9242390579871139,520,,,,,,,,,
0.07179474234580993,0.05166627839207649,0.00016543446951512242,0.9420128860253277,530,,,,,,,,,
0.06806724667549133,0.05168885365128517,0.0001644743158905425,0.9597867140635414,540,,,,,,,,,
0.06927459239959717,0.04151663929224014,0.00016351416226596257,0.9775605421017551,550,,,,,,,,,
0.0752285897731781,0.055635686963796616,0.00016255400864138264,0.995334370139969,560,,,,,,,,,
,,,1.0,563,0.06832252442836761,44.947,22.271,5.584,,,,,
0.07162467837333679,0.053553059697151184,0.0001615938550168027,1.0124416796267497,570,,,,,,,,,
0.06493775844573975,0.04793480038642883,0.00016063370139222276,1.0302155076649633,580,,,,,,,,,
0.0746222972869873,0.05479811504483223,0.00015967354776764284,1.047989335703177,590,,,,,,,,,
0.06689452528953552,0.05310940369963646,0.0001587133941430629,1.0657631637413907,600,,,,,,,,,
0.07313365936279297,0.05729600787162781,0.00015775324051848296,1.0835369917796045,610,,,,,,,,,
0.0753225564956665,0.04259764775633812,0.00015679308689390303,1.1013108198178183,620,,,,,,,,,
0.06713141798973084,0.04352628067135811,0.00015583293326932308,1.119084647856032,630,,,,,,,,,
0.06775957942008973,0.05817655846476555,0.00015487277964474315,1.1368584758942457,640,,,,,,,,,
0.06905337572097778,0.0505940318107605,0.00015391262602016322,1.1546323039324595,650,,,,,,,,,
0.07288629412651063,0.0557379275560379,0.0001529524723955833,1.1724061319706731,660,,,,,,,,,
0.06554551124572754,0.0496474951505661,0.00015199231877100337,1.190179960008887,670,,,,,,,,,
0.07037450075149536,0.05731916427612305,0.00015103216514642345,1.2079537880471007,680,,,,,,,,,
0.07013756036758423,0.05241502821445465,0.0001500720115218435,1.2257276160853143,690,,,,,,,,,
0.06922995448112487,0.07793894410133362,0.00014911185789726357,1.2435014441235281,700,,,,,,,,,
0.06767907738685608,0.055756278336048126,0.00014815170427268364,1.261275272161742,710,,,,,,,,,
0.07055761814117431,0.058175425976514816,0.00014719155064810371,1.2790491001999555,720,,,,,,,,,
0.0674077332019806,0.05999872460961342,0.0001462313970235238,1.2968229282381694,730,,,,,,,,,
0.06907407641410827,0.05660692974925041,0.00014527124339894383,1.314596756276383,740,,,,,,,,,
0.05974102020263672,0.05168532952666283,0.00014431108977436388,1.3323705843145968,750,,,,,,,,,
0.06852266788482667,0.051339149475097656,0.00014335093614978395,1.3501444123528104,760,,,,,,,,,
0.06386142373085021,0.04429534822702408,0.00014239078252520403,1.3679182403910242,770,,,,,,,,,
0.06776095628738403,0.050392650067806244,0.0001414306289006241,1.385692068429238,780,,,,,,,,,
0.07325748801231384,0.04005381837487221,0.00014047047527604418,1.4034658964674516,790,,,,,,,,,
0.07117857933044433,0.04805104061961174,0.00013951032165146425,1.4212397245056654,800,,,,,,,,,
0.07398046255111694,0.0567346028983593,0.0001385501680268843,1.4390135525438792,810,,,,,,,,,
0.06956926584243775,0.052014198154211044,0.00013759001440230437,1.4567873805820928,820,,,,,,,,,
0.06381200551986695,0.0458315871655941,0.00013662986077772444,1.4745612086203066,830,,,,,,,,,
0.06461189985275269,0.0424291267991066,0.00013566970715314452,1.4923350366585204,840,,,,,,,,,
0.06853451132774353,0.045688461512327194,0.0001347095535285646,1.510108864696734,850,,,,,,,,,
0.07013922929763794,0.05976533889770508,0.00013374939990398464,1.5278826927349478,860,,,,,,,,,
0.06934869289398193,0.04151419177651405,0.0001327892462794047,1.5456565207731616,870,,,,,,,,,
0.06639302968978882,0.050610337406396866,0.00013182909265482476,1.5634303488113752,880,,,,,,,,,
0.063141131401062,0.05380096659064293,0.00013086893903024483,1.581204176849589,890,,,,,,,,,
0.06655859351158142,0.049951937049627304,0.0001299087854056649,1.5989780048878028,900,,,,,,,,,
0.06719474792480469,0.05805160850286484,0.00012894863178108498,1.6167518329260164,910,,,,,,,,,
0.06441817283630372,0.05415577441453934,0.00012798847815650505,1.63452566096423,920,,,,,,,,,
0.059005022048950195,0.054805412888526917,0.00012702832453192513,1.652299489002444,930,,,,,,,,,
